Case,ME/C Case,DBF,Age From,Age To,City,County,State,Biological Sex,Race / Ethnicity,Date Modified
UP7291,ME/C Case M95-08569,12/11/1995,35,45,New York,New York,New York,Male,Black / African American,8/13/2024
UP7062,ME/C Case K95-06890,12/11/1995,50,60,Brooklyn,Kings,New York,Male,White / Caucasian,8/13/2024
UP7290,ME/C Case M95-08520,12/9/1995,30,50,New York,New York,New York,Male,Black / African American,8/13/2024
UP7060,ME/C Case K95-06842,12/9/1995,50,65,Brooklyn,Kings,New York,Male,White / Caucasian,4/17/2024
UP7059,ME/C Case K95-06775,12/6/1995,25,35,Brooklyn,Kings,New York,Male,"White / Caucasian, Hispanic / Latino",11/30/2023
UP7310,ME/C Case Q95-05635,12/3/1995,55,70,Queens,Queens,New York,Female,"White / Caucasian, Hispanic / Latino",1/12/2024
UP7289,ME/C Case M95-08226,11/27/1995,35,55,New York,New York,New York,Male,White / Caucasian,8/13/2024
UP7288,ME/C Case M95-08205,11/26/1995,60,75,New York,New York,New York,Male,Black / African American,1/12/2024
UP7286,ME/C Case M95-08095,11/22/1995,35,55,New York,New York,New York,Male,Black / African American,8/13/2024
UP7058,ME/C Case K95-06465,11/21/1995,30,45,Brooklyn,Kings,New York,Male,Black / African American,2/21/2024
UP16608,ME/C Case 95-5278,11/19/1995,33,36,Philadelphia,Philadelphia,Pennsylvania,Male,"White / Caucasian, Hispanic / Latino",7/12/2024
UP7009,ME/C Case B95-04444,11/11/1995,25,40,Bronx,Bronx,New York,Male,Black / African American,8/13/2024
UP7283,ME/C Case M95-07671,11/5/1995,40,60,New York,New York,New York,Male,Black / African American,12/1/2023
UP7282,ME/C Case M95-07648,11/4/1995,30,40,New York,New York,New York,Male,Black / African American,12/1/2023
UP16600,ME/C Case A6-911712,11/3/1995,25,40,,Somerset,Pennsylvania,Male,White / Caucasian,8/28/2024
UP7307,ME/C Case Q95-05103,10/31/1995,20,35,Queens,Queens,New York,Male,Hispanic / Latino,12/5/2023
UP1391,ME/C Case 95-06623,10/30/1995,30,60,Baltimore,Baltimore,Maryland,Female,Black / African American,9/4/2024
UP903,ME/C Case C1995-26170,10/23/1995,34,68,Richmond,,Virginia,Male,"Black / African American, Other",10/15/2024
UP7269,ME/C Case M95-07299,10/20/1995,30,40,New York,New York,New York,Male,Asian,1/12/2024
UP7268,ME/C Case M95-07154,10/14/1995,35,45,New York,New York,New York,Male,Black / African American,1/12/2024
UP16607,ME/C Case 95-4684,10/11/1995,50,55,Philadelphia,Philadelphia,Pennsylvania,Male,White / Caucasian,8/28/2024
UP8466,ME/C Case KBRE 95-241 / SJS3020193,10/9/1995,40,50,Brewster,Putnam,New York,Male,Black / African American,5/10/2024
UP7008,ME/C Case B95-03867,9/30/1995,20,35,Bronx,Bronx,New York,Male,Black / African American,8/13/2024
UP7007,ME/C Case B95-03836,9/28/1995,30,40,Bronx,Bronx,New York,Male,White / Caucasian,8/13/2024
UP12704,ME/C Case 95-163,9/26/1995,60,70,Buffalo,Erie,New York,Female,White / Caucasian,10/31/2022
UP7057,ME/C Case K95-05337,9/21/1995,50,65,Brooklyn,Kings,New York,Male,White / Caucasian,1/12/2024
UP7006,ME/C Case B95-03725,9/19/1995,18,99,Bronx,Bronx,New York,Female,Black / African American,1/12/2024
UP7055,ME/C Case K95-05240,9/15/1995,40,55,Brooklyn,Kings,New York,Male,Black / African American,8/13/2024
UP2793,ME/C Case ME95-5965/A95-802,9/8/1995,17,25,Raleigh,Wake,North Carolina,Male,White / Caucasian,6/2/2023
UP13044,ME/C Case 1995-23613,9/6/1995,25,35,Youngstown,Niagara,New York,Male,White / Caucasian,2/2/2022
UP1392,ME/C Case 95-05370,9/5/1995,15,25,Baltimore,Baltimore,Maryland,Female,Uncertain,9/4/2024
UP7306,ME/C Case Q95-04203,9/1/1995,20,40,Queens,Queens,New York,Male,"White / Caucasian, Hispanic / Latino",12/5/2023
UP7267,ME/C Case M95-06168,8/31/1995,18,25,New York,New York,New York,Male,"White / Caucasian, Hispanic / Latino",8/9/2024
UP7005,ME/C Case B95-03419,8/27/1995,16,25,Bronx,Bronx,New York,Male,"White / Caucasian, Hispanic / Latino",6/11/2024
UP7052,ME/C Case K95-04846,8/24/1995,20,80,Brooklyn,Kings,New York,Male,Uncertain,11/14/2024
UP7305,ME/C Case Q95-04033,8/20/1995,30,45,Queens,Queens,New York,Male,Hispanic / Latino,12/5/2023
UP7004,ME/C Case B95-03333,8/19/1995,25,35,Bronx,Bronx,New York,Male,"White / Caucasian, Hispanic / Latino",8/29/2023
UP1704,ME/C Case 12951074,8/18/1995,25,35,New Brunswick,Middlesex,New Jersey,Male,"White / Caucasian, Hispanic / Latino",11/21/2024
UP2243,ME/C Case 347-95,8/15/1995,40,53,Bensalem,Bucks,Pennsylvania,Female,White / Caucasian,8/27/2024
UP7266,ME/C Case M95-05728,8/13/1995,45,60,New York,New York,New York,Male,Black / African American,8/13/2024
UP7001,ME/C Case B95-03228,8/12/1995,55,75,Bronx,Bronx,New York,Male,White / Caucasian,11/30/2023
UP7265,ME/C Case M95-05243,7/26/1995,55,70,New York,New York,New York,Male,Black / African American,12/1/2023
UP7303,ME/C Case Q95-03542,7/22/1995,30,40,Queens,Queens,New York,Male,Hispanic / Latino,1/12/2024
UP7263,ME/C Case M95-05027,7/18/1995,20,60,New York,New York,New York,Male,Uncertain,8/13/2024
UP7302,ME/C Case Q95-03414,7/15/1995,40,60,Queens,Queens,New York,Male,White / Caucasian,12/5/2023
UP13616,ME/C Case J03-660370 (CCC95-07-05),7/11/1995,18,40,,Chester,Pennsylvania,Female,Uncertain,8/28/2024
UP7262,ME/C Case M95-04636,7/3/1995,35,45,New York,New York,New York,Male,Black / African American,8/13/2024
UP12163,ME/C Case T1995-52233,6/30/1995,20,99,,Accomack,Virginia,Male,White / Caucasian,11/4/2022
UP7034,ME/C Case K95-03650,6/27/1995,30,50,Brooklyn,Kings,New York,Male,Black / African American,11/30/2023
UP99231,ME/C Case 95-0751,6/25/1995,,,Stone Mountain,DeKalb,Georgia,Male,Black / African American,6/29/2023
UP7313,ME/C Case R95-00598,6/23/1995,25,45,Staten Island,Richmond,New York,Male,Hispanic / Latino,1/12/2024
UP7260,ME/C Case M95-04271,6/18/1995,25,45,New York,New York,New York,Male,"White / Caucasian, Hispanic / Latino",1/12/2024
UP7013,ME/C Case K95-03383,6/12/1995,20,45,Brooklyn,Kings,New York,Male,White / Caucasian,6/14/2024
UP6899,ME/C Case M96-02016,6/10/1995,45,65,New York,New York,New York,Male,White / Caucasian,8/13/2024
UP7012,ME/C Case K95-03244,6/5/1995,0,1,Brooklyn,Kings,New York,Male,Uncertain,11/30/2023
UP7318,ME/C Case M95-03957,6/5/1995,25,65,New York,New York,New York,Male,Uncertain,12/4/2024
UP7259,ME/C Case M95-03755,5/28/1995,30,45,New York,New York,New York,Male,Black / African American,1/12/2024
UP16605,ME/C Case 95-2413,5/18/1995,30,40,Philadelphia,Philadelphia,Pennsylvania,Male,Asian,1/12/2024
UP13318,ME/C Case 1995-5036,5/18/1995,16,99,Boston,Suffolk,Massachusetts,Male,Uncertain,2/13/2024
UP12467,ME/C Case 12-01121,5/17/1995,,,Rochester,Monroe,New York,Unsure,Uncertain,11/1/2024
UP7312,ME/C Case R95-00494,5/13/1995,25,40,Staten Island,Richmond,New York,Male,Black / African American,5/4/2023
UP7300,ME/C Case Q95-02228,5/3/1995,25,45,Queens,Queens,New York,Male,"White / Caucasian, Hispanic / Latino",1/12/2024
UP7256,ME/C Case M95-03178,5/3/1995,30,50,New York,New York,New York,Male,"White / Caucasian, Hispanic / Latino",12/1/2023
UP16627,ME/C Case 95-2104,4/28/1995,40,40,Philadelphia,Philadelphia,Pennsylvania,Female,Black / African American,8/28/2024
UP7299,ME/C Case Q95-02147,4/28/1995,20,60,Queens,Queens,New York,Male,"White / Caucasian, Hispanic / Latino",12/5/2023
UP1417,ME/C Case 95-02466,4/27/1995,19,29,Baltimore,Baltimore,Maryland,Male,Black / African American,9/4/2024
UP7000,ME/C Case B95-01682,4/27/1995,35,45,Bronx,Bronx,New York,Male,Black / African American,1/12/2024
UP9152,ME/C Case 95-4471,4/26/1995,35,45,Milford,New Haven,Connecticut,Male,Black / African American,2/6/2024
UP1393,ME/C Case 95-02375,4/23/1995,18,99,Baltimore,Baltimore,Maryland,Male,Black / African American,9/4/2024
UP12706,ME/C Case 95-057,4/23/1995,,,Buffalo,Erie,New York,Female,Black / African American,5/30/2018
UP6997,ME/C Case B95-01569,4/20/1995,55,70,Bronx,Bronx,New York,Male,White / Caucasian,1/12/2024
UP16599,ME/C Case B1-946775,4/17/1995,30,50,,Washington,Pennsylvania,Female,Black / African American,8/28/2024
UP7297,ME/C Case Q95-01820,4/10/1995,30,55,Queens,Queens,New York,Female,White / Caucasian,1/12/2024
UP648,ME/C Case 95-0735,4/8/1995,40,60,Atlanta,Fulton,Georgia,Male,Black / African American,9/13/2024
UP6995,ME/C Case B95-01418,4/7/1995,0,0,Bronx,Bronx,New York,Female,Uncertain,12/13/2024
UP118901,ME/C Case 95-1351,4/7/1995,40,50,Lakeview,Nassau,New York,Male,Uncertain,3/27/2024
UP650,ME/C Case 95-0716,4/5/1995,15,30,Atlanta,Fulton,Georgia,Female,Black / African American,9/13/2024
UP13045,ME/C Case 1995-7523,4/2/1995,15,99,Village of Wilson,Niagara,New York,Female,White / Caucasian,2/2/2022
UP7255,ME/C Case M95-02328,3/29/1995,17,30,New York,New York,New York,Male,Black / African American,1/12/2024
UP4686,ME/C Case 95-9629,3/23/1995,49,65,Blue Ridge,Fannin,Georgia,Male,Uncertain,9/13/2024
UP7011,ME/C Case K95-01692,3/15/1995,45,80,Brooklyn,Kings,New York,Male,White / Caucasian,8/13/2024
UP7317,ME/C Case M95-01985,3/14/1995,40,50,New York,New York,New York,Female,White / Caucasian,1/12/2024
UP1418,ME/C Case 95-00879,2/18/1995,30,49,Baltimore,Baltimore,Maryland,Male,Black / African American,9/4/2024
UP7010,ME/C Case K95-01114,2/16/1995,40,50,Brooklyn,Kings,New York,Male,"White / Caucasian, Hispanic / Latino",12/4/2024
UP117164,ME/C Case T1995-52463,2/13/1995,,,Portsmouth,Portsmouth,Virginia,Female,Black / African American,5/21/2024
UP6994,ME/C Case B95-00608,2/9/1995,25,40,Bronx,Bronx,New York,Male,White / Caucasian,11/30/2023
UP16185,ME/C Case 15COR07682,2/9/1995,,,Forrest Hills,Allegheny,Pennsylvania,Unsure,Uncertain,8/28/2024
UP7251,ME/C Case M95-01088,2/8/1995,55,65,New York,New York,New York,Male,White / Caucasian,8/9/2024
UP6993,ME/C Case B95-00562,2/7/1995,25,40,Bronx,Bronx,New York,Male,White / Caucasian,1/12/2024
UP7250,ME/C Case M95-00969,2/5/1995,40,50,New York,New York,New York,Male,White / Caucasian,8/13/2024
UP1419,ME/C Case 95-00575,2/2/1995,18,29,Hyattsville,Prince George's,Maryland,Female,Black / African American,9/4/2024
UP5968,ME/C Case 95-713,1/30/1995,30,50,Raleigh,Wake,North Carolina,Male,Uncertain,6/2/2023
UP1420,ME/C Case 95-00437,1/23/1995,18,25,Fort Washington,Prince George's,Maryland,Male,Black / African American,9/4/2024
UP102292,ME/C Case 1995-0061,1/22/1995,,,York,York,Maine,Unsure,Uncertain,10/11/2023
UP6990,ME/C Case B95-00262,1/16/1995,35,55,Bronx,Bronx,New York,Male,Uncertain,11/30/2023
UP7249,ME/C Case M95-00450,1/16/1995,25,55,New York,New York,New York,Male,Uncertain,12/1/2023
UP1764,ME/C Case 01950007,1/9/1995,30,40,Longport,Atlantic,New Jersey,Male,White / Caucasian,9/17/2024
UP1421,ME/C Case 95-00059,1/4/1995,15,40,Baltimore,Baltimore,Maryland,Female,Black / African American,9/4/2024
UP6989,ME/C Case B95-00012,1/1/1995,30,50,Bronx,Bronx,New York,Male,Black / African American,7/31/2023
UP13195,ME/C Case 1994-3701,12/31/1994,,,Boston,Suffolk,Massachusetts,Female,Uncertain,2/13/2024
UP16103,ME/C Case 1994-4005,12/31/1994,,,Cambridge,Middlesex,Massachusetts,Female,White / Caucasian,4/12/2019
UP7844,ME/C Case M94-09572,12/30/1994,20,35,New York,New York,New York,Female,Uncertain,4/29/2024
UP7619,ME/C Case B94-05159,12/28/1994,25,40,Bronx,Bronx,New York,Male,White / Caucasian,12/13/2023
UP1423,ME/C Case 94-07517,12/25/1994,35,45,Baltimore,Baltimore,Maryland,Male,Uncertain,9/4/2024
UP1471,ME/C Case 07942665,12/23/1994,54,64,Newark,Essex,New Jersey,Male,Black / African American,8/28/2024
UP7618,ME/C Case B94-05052,12/21/1994,40,60,Bronx,Bronx,New York,Male,"White / Caucasian, Hispanic / Latino",12/13/2023
UP7617,ME/C Case B94-05006,12/18/1994,40,60,Bronx,Bronx,New York,Male,"White / Caucasian, Hispanic / Latino",12/13/2023
UP51343,ME/C Case ME94-1245,12/17/1994,,,,Macon,North Carolina,Male,White / Caucasian,5/17/2023
UP7839,ME/C Case M94-09012,12/12/1994,45,65,New York,New York,New York,Male,Hispanic / Latino,8/16/2024
UP103144,ME/C Case T1994-01168,12/11/1994,,,Zuni,Isle of Wight,Virginia,Unsure,"Black / African American, Uncertain",3/7/2024
UP2788,ME/C Case 94-1181,12/10/1994,55,65,Raleigh,Wake,North Carolina,Male,White / Caucasian,1/12/2024
UP7838,ME/C Case M94-08902,12/7/1994,18,80,New York,New York,New York,Male,Uncertain,11/14/2024
UP13134,ME/C Case 1994-3828,12/7/1994,20,30,Medford,Suffolk,New York,Female,White / Caucasian,10/22/2024
UP7867,ME/C Case Q94-05626,12/3/1994,60,80,Queens,Queens,New York,Male,"White / Caucasian, Hispanic / Latino",8/14/2024
UP7616,ME/C Case B94-04742,12/2/1994,18,38,Bronx,Bronx,New York,Male,Black / African American,12/13/2023
UP94631,ME/C Case A94-1365,11/29/1994,0,1,Jefferson,Ashe,North Carolina,Male,White / Caucasian,6/2/2023
UP7837,ME/C Case M94-08629,11/25/1994,20,40,New York,New York,New York,Female,Black / African American,8/9/2024
UP7752,ME/C Case K94-06378,11/17/1994,15,30,Brooklyn,Kings,New York,Male,Black / African American,8/11/2024
UP7826,ME/C Case M94-08300,11/12/1994,25,40,New York,New York,New York,Male,Black / African American,8/16/2024
UP7866,ME/C Case Q94-05053,10/27/1994,25,45,Queens,Queens,New York,Male,"Black / African American, Hispanic / Latino",12/4/2024
UP1424,ME/C Case 94-06163,10/26/1994,20,30,Baltimore,Baltimore,Maryland,Male,Black / African American,9/4/2024
UP7824,ME/C Case M94-07842,10/24/1994,25,45,New York,New York,New York,Male,Hispanic / Latino,8/14/2024
UP7869,ME/C Case R94-00948,10/22/1994,20,40,Staten Island,Richmond,New York,Male,Black / African American,12/21/2023
UP7751,ME/C Case K94-05828,10/21/1994,25,45,Brooklyn,Kings,New York,Male,Black / African American,12/19/2023
UP7614,ME/C Case B94-04030,10/14/1994,40,55,Bronx,Bronx,New York,Male,"White / Caucasian, Hispanic / Latino",12/13/2023
UP7463,ME/C Case 94-4797,10/14/1994,35,45,Philadephia,Philadelphia,Pennsylvania,Male,White / Caucasian,8/28/2024
UP1484,ME/C Case 01940642,10/11/1994,45,55,Mullica Township,Atlantic,New Jersey,Male,"White / Caucasian, Hispanic / Latino",8/28/2024
UP7613,ME/C Case B94-03945,10/8/1994,30,40,Bronx,Bronx,New York,Male,Black / African American,12/13/2023
UP7823,ME/C Case M94-07288,10/4/1994,15,75,New York,New York,New York,Unsure,Uncertain,12/20/2023
UP7611,ME/C Case B94-03881,10/3/1994,0,1,Bronx,Bronx,New York,Female,White / Caucasian,12/4/2024
UP7822,ME/C Case M94-07244,10/2/1994,45,60,New York,New York,New York,Male,Uncertain,12/20/2023
UP7296,ME/C Case 94-4571,9/30/1994,25,40,Philadelphia,Philadelphia,Pennsylvania,Male,White / Caucasian,8/28/2024
UP7821,ME/C Case M94-06960,9/21/1994,25,45,New York,New York,New York,Male,Black / African American,8/20/2024
UP656,ME/C Case 94-1901,9/20/1994,20,40,Atlanta,Fulton,Georgia,Female,Black / African American,9/17/2024
UP2791,ME/C Case 94-7454,9/18/1994,25,40,Smithfield-Four Oaks,Johnston,North Carolina,Male,"White / Caucasian, Hispanic / Latino",1/12/2024
UP7750,ME/C Case K94-05177,9/16/1994,18,30,Brooklyn,Kings,New York,Male,Black / African American,7/24/2024
UP7749,ME/C Case K94-05077,9/11/1994,20,60,Brooklyn,Kings,New York,Male,Uncertain,12/4/2024
UP7748,ME/C Case K94-05039,9/10/1994,45,60,Brooklyn,Kings,New York,Male,White / Caucasian,12/19/2023
UP7747,ME/C Case K94-05027,9/9/1994,20,40,Brooklyn,Kings,New York,Male,,12/4/2024
UP7856,ME/C Case Q94-04299,9/9/1994,30,40,Queens,Queens,New York,Male,Asian,12/21/2023
UP1703,ME/C Case 94-46053,9/8/1994,73,73,,Middlesex,New Jersey,Male,White / Caucasian,11/21/2024
UP7608,ME/C Case B94-03555,9/6/1994,40,50,Bronx,Bronx,New York,Male,Black / African American,12/13/2023
UP4972,ME/C Case 94-04968,8/26/1994,40,60,Baltimore,Baltimore,Maryland,Male,White / Caucasian,9/4/2024
UP7820,ME/C Case M94-06228,8/23/1994,35,50,New York,New York,New York,Male,Black / African American,12/19/2023
UP7818,ME/C Case M94-05983,8/12/1994,18,30,New York,New York,New York,Male,Asian,12/4/2024
UP7607,ME/C Case B94-03218,8/11/1994,25,35,Bronx,Bronx,New York,Male,Black / African American,9/27/2024
UP16104,ME/C Case 1994-2480,8/11/1994,,,Worcester,Worcester,Massachusetts,Male,Uncertain,9/27/2024
UP7606,ME/C Case B94-03199,8/10/1994,35,45,Bronx,Bronx,New York,Male,Black / African American,9/27/2024
UP7601,ME/C Case B94-03191,8/9/1994,55,70,Bronx,Bronx,New York,Male,Black / African American,9/27/2024
UP1425,ME/C Case 94-04597,8/9/1994,20,40,Bladensburg,Prince George's,Maryland,Female,Black / African American,9/4/2024
UP7855,ME/C Case Q94-03724,8/5/1994,25,40,Queens,Queens,New York,Male,Uncertain,12/21/2023
UP7817,ME/C Case M94-05598,7/28/1994,35,50,Brooklyn,Kings,New York,Male,White / Caucasian,9/27/2024
UP7853,ME/C Case Q94-03488,7/22/1994,35,50,Queens,Queens,New York,Male,White / Caucasian,9/27/2024
UP99134,ME/C Case 94-0883,7/18/1994,,,Decatur,DeKalb,Georgia,Male,Black / African American,6/29/2023
UP1422,ME/C Case 94-03990,7/13/1994,25,40,Baltimore,Baltimore,Maryland,Male,Black / African American,9/4/2024
UP7745,ME/C Case K94-03861,7/12/1994,55,75,Brooklyn,Kings,New York,Male,White / Caucasian,9/27/2024
UP7744,ME/C Case K94-03793,7/9/1994,40,60,Brooklyn,Kings,New York,Male,Black / African American,9/27/2024
UP13197,ME/C Case 1994-2119,7/8/1994,,,Boston,Suffolk,Massachusetts,Male,Uncertain,9/27/2024
UP13043,ME/C Case 1994-14447,6/22/1994,20,25,,Niagara,New York,Female,White / Caucasian,9/27/2024
UP7816,ME/C Case M94-04568,6/21/1994,20,30,New York,New York,New York,Male,Black / African American,9/27/2024
UP53095,ME/C Case 94-3013,6/21/1994,35,50,Philadelphia,Philadelphia,Pennsylvania,Male,White / Caucasian,8/28/2024
UP98321,ME/C Case 089-94,6/15/1994,5,8,Seabrook,Rockingham,New Hampshire,Unsure,Uncertain,2/21/2024
UP7814,ME/C Case M94-04408,6/14/1994,30,50,New York,New York,New York,Male,Hispanic / Latino,12/19/2023
UP7737,ME/C Case K94-03287,6/14/1994,35,55,Brooklyn,Kings,New York,Male,Black / African American,6/10/2024
UP7736,ME/C Case K94-03249,6/12/1994,30,40,Brooklyn,Kings,New York,Male,White / Caucasian,12/4/2024
UP112304,ME/C Case 94C-0366F,6/9/1994,,,Powder Springs,Cobb,Georgia,Male,Uncertain,11/30/2023
UP7813,ME/C Case M94-04276,6/9/1994,45,65,New York,New York,New York,Male,White / Caucasian,9/27/2024
UP58664,ME/C Case 94-2781,6/7/1994,65,75,Philadelphia,Philadelphia,Pennsylvania,Male,White / Caucasian,8/12/2024
UP7599,ME/C Case B94-02178,6/5/1994,20,70,Bronx,Bronx,New York,Male,"White / Caucasian, Hispanic / Latino, Uncertain",8/11/2024
UP13332,ME/C Case 03940375,6/1/1994,18,99,Bordentown,Burlington,New Jersey,Male,Uncertain,8/28/2024
UP7811,ME/C Case M94-03856,5/24/1994,20,40,New York,New York,New York,Male,Black / African American,9/27/2024
UP7812,ME/C Case M94-03863,5/24/1994,25,65,New York,New York,New York,Male,Uncertain,9/27/2024
UP7808,ME/C Case M94-03823,5/23/1994,17,35,New York,New York,New York,Female,Black / African American,12/4/2024
UP7807,ME/C Case M94-03802,5/22/1994,20,40,New York,New York,New York,Male,Uncertain,9/27/2024
UP6471,ME/C Case N1994-37710,5/6/1994,55,70,Alexandria,Alexandria,Virginia,Male,Black / African American,10/22/2024
UP7801,ME/C Case M94-03351,5/5/1994,20,40,New York,New York,New York,Female,"White / Caucasian, Hispanic / Latino",9/29/2024
UP53096,ME/C Case 94-2192,5/4/1994,30,50,Philadelphia,Philadelphia,Pennsylvania,Male,Black / African American,10/7/2024
UP7733,ME/C Case K94-02475,5/1/1994,20,40,Brooklyn,Kings,New York,Male,Black / African American,12/4/2024
UP7734,ME/C Case K94-02477,5/1/1994,20,40,Brooklyn,Kings,New York,Female,Black / African American,12/19/2023
UP7732,ME/C Case K94-02438,4/30/1994,30,40,Brooklyn,Kings,New York,Male,Black / African American,7/24/2024
UP1427,ME/C Case 94-02374,4/29/1994,14,25,Baltimore,Baltimore,Maryland,Male,Black / African American,9/4/2024
UP7851,ME/C Case Q94-02023,4/25/1994,40,60,Queens,Queens,New York,Female,Uncertain,12/21/2023
UP7728,ME/C Case K94-02325,4/24/1994,55,70,Brooklyn,Kings,New York,Female,Black / African American,12/19/2023
UP7787,ME/C Case M94-03019,4/23/1994,25,45,New York,New York,New York,Male,Black / African American,1/12/2024
UP7726,ME/C Case K94-02314,4/23/1994,20,40,Brooklyn,Kings,New York,Female,White / Caucasian,12/19/2023
UP7438,ME/C Case 94-2003,4/22/1994,16,30,Philadelphia,Philadelphia,Pennsylvania,Male,Asian,7/12/2024
UP14238,ME/C Case 94-0392,4/19/1994,20,30,New Cumberland,Hancock,West Virginia,Female,Black / African American,9/4/2024
UP1428,ME/C Case 94-02110,4/18/1994,40,49,Baltimore,Baltimore,Maryland,Male,Black / African American,9/4/2024
UP7597,ME/C Case B94-01499,4/17/1994,18,99,Bronx,Bronx,New York,Unsure,Uncertain,7/9/2024
UP14237,ME/C Case 94-3277,4/15/1994,30,50,Oak Hill,Fayette,West Virginia,Male,White / Caucasian,9/4/2024
UP7722,ME/C Case K94-02094,4/11/1994,20,70,Brooklyn,Kings,New York,Female,Uncertain,12/13/2023
UP7850,ME/C Case Q94-01703,4/8/1994,20,40,Queens,Queens,New York,Male,"Hispanic / Latino, American Indian / Alaska Native",8/16/2024
UP7785,ME/C Case M94-02645,4/8/1994,65,80,New York,New York,New York,Male,White / Caucasian,12/19/2023
